Título,Localización,Fecha,Salario,Formación,ID
Instaladores de fachadas técnicas,Valladolid - Castilla Leon - España,02/04/2025,20.000 - 20.000,Estudios primarios completos,1839791617
Camarero restaurante pequeño,Las Palmas - Canarias - España,02/04/2025,16.000 - 20.000,Estudios primarios completos,1839791170
Vendedor-a media jorada 21h. zapatería niñ@s,Madrid - España,02/04/2025,"13.536,72 - 13.536,72",Estudios primarios completos,1839790678
Ayudante de pastelería,Asturias - España,02/04/2025,6.906 - 14.000,Estudios primarios completos,1839791371
Camarera de piso,Asturias - España,02/04/2025,"1,421 - 1,421",Enseñanzas de bachillerato,1839791148
Peón construcción,Burgos - Castilla Leon - España,02/04/2025,"16,576 - 16,576 Primera etapa de educación secundaria…",,1839790919
Fisioterapeuta para centro privado,Pontevedra - Galicia - España,02/04/2025,12.600 - 17.000,Enseñanzas universitarias de grado,1839791707
Contable -fiscalista,Madrid - España,02/04/2025,"21,000 - 26,000",Enseñanzas de grado superior de…,1839785587
"Devops engineer, hibrido",Madrid - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797076
"Java backend developer, madrid",Madrid - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797057
"Administrador sistemas red hat-vmware, presencial",Madrid - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797064
"Programador-a jde, hibrido",Zaragoza - Aragon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797101
"Seo & aso marketing, barcelona",Barcelona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797109
"Responsable de plataforma b2b, córdoba",Cordoba - Andalucia - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797091
"Software engineer, madrid",Madrid - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797083
"Senior backend engineer, 100% en remoto",España,02/04/2025,Sin especificar,Otros tipos de formación,1839797086
"Consultor-a it, zaragoza",Zaragoza - Aragon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797097
"Data cloud, hibrido",España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,1839797144
"Java developer, hibrido",Barcelona - Cataluña - España,02/04/2025,39.000 - 48.000,Sin estudios,1839797142
"Técnico-a marketing, málaga",Malaga - Andalucia - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797130
"Fullstack developer, hibrido",Barcelona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797128
Costurera-arreglos de ropa,Madrid - España,02/04/2025,Sin especificar,Otros tipos de formación,1838767619
Personal caja gasolinera - aranda de duero,Burgos - Castilla Leon - España,02/04/2025,14.000 - 17.999,Enseñanzas universitarias oficiales de…,1839834654
Operario-a de limpieza 34 horas-semana - mairena del aljarafe (turno de mañana),Sevilla - Andalucia - España,02/04/2025,14.000 - 17.999 Primera etapa de educación secundaria…,,1839834651
Parrillero-a (ref. 2212),Asturias - España,02/04/2025,Sin especificar,Otros tipos de formación,1839752477
Operario-a en planta de reciclaje de residuos eléctricos y electrónicos en aznalcollar (38 horas…,Sevilla - Andalucia - España,02/04/2025,10.000 - 13.999,Sin estudios,1839834619
Comercial digital para salamanca,Salamanca - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839798104
Técnico-a analista de riesgo de crédito para salamanca,Salamanca - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839798103
2 y bolsa de socorrista en ayto. de almenar (soria),Soria - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias de 1 er y 2º…,1839798105
Ayudante de cocina para ávila,Avila - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839798091
Albañil con prl,Madrid - España,02/04/2025,Sin especificar,Otros tipos de formación,1839834576
Pintura industrial,Valencia - Comunidad Valenciana - España,02/04/2025,Sin especificar,Otros tipos de formación,1839834577
Capataz monitor-a de agricultura y jardinería en diputación de segovia,Segovia - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839798093
Personal de limpieza en ayto. de monterrrubio de armuña (salamanca),Salamanca - Castilla Leon - España,02/04/2025,Sin especificar,Primera etapa de educación secundaria…,1839798096
Jefe-a de producción - ayudante de jefe de obra para ávila,Avila - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839798095
Educadores-as infantiles para hannover (alemania),Sin Especificar,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,1839798097
Foro de empleo universidad politécnica de valencia,Sin Especificar,02/04/2025,Sin especificar,En prácticas Otros tipos de formación,1839798085
Contable para espirdo (segovia),Segovia - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839798086
Operario-a sección corte de calzadado,Albacete - Castilla la Mancha - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,1839834602
Operarios para instalación de cableado en planta fotovoltaica de grijota (palencia),Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839798087
Auxiliar adminitrativo-a en ayto. de truchas (león),Leon - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839798089
Profesional recursos humanos para león,Leon - Castilla Leon - España,02/04/2025,Sin especificar,Estudios oficiales de especialización…,1839798090
Técnico-a de mantenimiento,Illes Balears - Baleares - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,1839834595
Comercial para villadangos del páramo (león),Leon - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839798062
Técnico-a mantenimiento para fresno de la ribera (zamora),Zamora - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas de grado medio de formación…,1839798060
Monitor-a para programa madrugadores en ampudia (palencia),Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839798061
Experiment support and instrument technician (francia),Sin Especificar,02/04/2025,Sin especificar,Otros tipos de formación,1839798058
Cocinero-ayudante de cocina en navia (asturias),Sin Especificar,02/04/2025,Sin especificar,Otros tipos de formación,1839798059
Primary school teacher (suecia),Sin Especificar,02/04/2025,Sin especificar,Otros tipos de formación,1839798107
Personal de limpieza cedeira 1 hora a la semana,Pontevedra - Galicia - España,02/04/2025,5.999 Primera etapa de educación secundaria…,,1839798000
Limpieza de gimnasio granada l-v,Granada - Andalucia - España,02/04/2025,14.000 - 17.999 Primera etapa de educación secundaria…,,1839797978
Limpieza y-o lavandería zona tarragona,Barcelona - Cataluña - España,02/04/2025,6.000 Primera etapa de educación secundaria…,,1839797987
Personal centro de lavado (cuenca),Cuenca - Castilla la Mancha - España,02/04/2025,14.000 - 17.999,Enseñanzas universitarias oficiales de…,1839797943
Limpieza aeropuerto menorca,Illes Balears - Baleares - España,02/04/2025,14.000 - 17.999 Primera etapa de educación secundaria…,,1839797985
"Technical tester, stockholm",Sin Especificar,02/04/2025,Sin especificar,Otros tipos de formación,1839797028
"Técnico-a it soporte (discapacidad), madrid",Madrid - España,02/04/2025,24.000 - 30.000,Enseñanzas universitarias oficiales de…,1839797030
"Programadores-as .net - angular, 100% en remoto",España,02/04/2025,Sin especificar,Sin estudios,1839797032
"Senior react developers, 100% en remoto",España,02/04/2025,Sin especificar,Otros tipos de formación,1839797033
"Programador .net-angular, hibrido",Madrid - España,02/04/2025,Sin especificar,Sin estudios,1839797072
"Ios developer, 100% en remoto",España,02/04/2025,Sin especificar,Otros tipos de formación,1839797036
"Fullstack python +react, hibrido",Barcelona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797039
"Lead developer, madrid",Madrid - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797038
"Programador fullstack angular .net, hibrido",Madrid - España,02/04/2025,27.000 - 42.000,Sin estudios,1839797042
"Software developer, madrid",Madrid - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797018
"Abap-fiori developer, 100% en remoto",España,02/04/2025,Sin especificar,Otros tipos de formación,1839797019
"Ingeniero cloud azure, 100% en remoto",España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,1839797021
"Desarrollador react native, 100% en remoto",España,02/04/2025,Sin especificar,Sin estudios,1839797022
"Operador-a sistemas 24*7, presencial",Madrid - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,1839797024
"Senior ui developer, london",Sin Especificar,02/04/2025,Sin especificar,Otros tipos de formación,1839797025
10 puestos de teleoperador-a comercial (ref. 3330),Asturias - España,02/04/2025,Sin especificar,Otros tipos de formación,1826685133
"Helpdesk funcional - soporte a usuarios, 100% en remoto",España,02/04/2025,Sin especificar,Sin estudios,1839796981
"Consultor de sitemas de gestión iso, burgos",Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839796976
"Desarrollador-a java, málaga",Malaga - Andalucia - España,02/04/2025,18.000 - 24.000,Enseñanzas universitarias de grado,1839796979
Soldadores de estructuras metálicas pesadas,Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839796973
Camareros de piso (hostelería),Huelva - Andalucia - España,02/04/2025,Sin especificar,Otros tipos de formación,1839796974
Auxiliar administrativo-a contable (ref.04 2025 001558),Illes Balears - Baleares - España,02/04/2025,Sin especificar,Otros tipos de formación,1839796937
Medico-a para residencia de mayores en olmedo (valladolid),Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797306
"Abogados, en general",Cordoba - Andalucia - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797313
"Senior analyst for pmo support, hibrido",Madrid - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797312
Peón de explotación porcina,Zaragoza - Aragon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797311
Cocinero-a para residencia de mayores en la seca (valladolid),Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797315
Aplicadors-es de plaguicides,Barcelona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797316
"Ingeniero de sistemas, málaga",Malaga - Andalucia - España,02/04/2025,Sin especificar,Enseñanzas universitarias de 1 er y 2º…,1839797317
Enfermeros de cuidados generales,Huelva - Andalucia - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797319
"Outsystem developer, utrecht",Sin Especificar,02/04/2025,Sin especificar,Otros tipos de formación,1839797320
Directores de residencia de personas mayores (empleo público),Teruel - Aragon - España,02/04/2025,Sin especificar,Grados universitarios de más de 240…,1839797321
"Jardineros, en general",Granada - Andalucia - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797323
"Consultor funcional - técnico senior, madrid",Madrid - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797295
Educador-a social,Barcelona - Cataluña - España,02/04/2025,Sin especificar,Grados universitarios de más de 240…,1839797298
"Abogados, en general",Granada - Andalucia - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797305
"Infrastructure engineer, skåne",Sin Especificar,02/04/2025,Sin especificar,Otros tipos de formación,1839797304
Peón fabricación material electrónico (con discapacidad),Zaragoza - Aragon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797303
"Recruiter it 360, hibrido",Madrid - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,1839797302
"Consultor-a junior dlp, hibrido",Madrid - España,02/04/2025,Sin especificar,Sin estudios,1839797308
"Camareros, en general",Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797013
"Administrador-a almacenamiento backup, hibrido",Madrid - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,1839797014
"Investment associate director, presencial",Madrid - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,1839797012
1 operario-a de lavado de vehículos,Cantabria - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797285
Personal de limpieza o limpiadores en general,Girona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797282
"Sc cleared data engineer, london",Sin Especificar,02/04/2025,Sin especificar,Otros tipos de formación,1839797283
Electromecànic-a de manteniment industrial (manteniment i reparació general),Barcelona - Cataluña - España,02/04/2025,Sin especificar,Fp de grado superior y equivalentes…,1839797288
"Solutions architect, london",Sin Especificar,02/04/2025,Sin especificar,Otros tipos de formación,1839797289
"Conserjes, en general",Avila - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839797286
"Cocineros, en general",Barcelona - Cataluña - España,02/04/2025,1.645 - 1.645,Otros tipos de formación,1839797287
"Tester pde portals, utrecht",Sin Especificar,02/04/2025,Sin especificar,Otros tipos de formación,1839797292
"Technical project manager, london",Sin Especificar,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,1839797291
